Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
118	-716.7525	106.52251	-507.79187	-944.274	200.0	-298.87897	140.31604	-166.00728	-811.1126	1428000	-2.0345052e-08	19586.893	-0.0036922137	-1281.7754	0.5944593	0.004241022	0.037	79.0	1060.5464553833008
119	-731.91187	91.638115	-518.25714	-947.024	200.0	-314.26236	146.55374	-174.92732	-797.43494	1440000	8.90096e-09	17882.363	-0.0035217514	-1212.4707	0.5958903	0.0034565493	0.034416668	79.0	1069.684364080429
120	-733.0548	108.225685	-504.41992	-977.8157	200.0	-306.0314	140.75883	-113.11041	-795.2419	1452000	-2.5431315e-09	20072.07	-0.0037357318	-1193.373	0.57980865	0.003827954	0.03275	79.0	1079.1202235221863
121	-714.3076	81.266426	-505.19238	-901.75543	200.0	-307.40005	130.07222	-176.32782	-798.0189	1464000	1.2715657e-09	17568.662	-0.0038208845	-1055.1836	0.5590716	0.0038383382	0.041333333	79.0	1088.2821197509766
122	-754.3396	76.6824	-619.6755	-933.2297	200.0	-333.8	150.13557	-44.501663	-794.34576	1476000	1.2715658e-08	15251.233	-0.0037082012	-1025.9297	0.5484142	0.0038345072	0.040166665	79.0	1097.4709706306458
123	-727.4382	96.87579	-516.3193	-930.132	200.0	-306.20584	151.54132	-147.0142	-758.6478	1488000	1.6530354e-08	15921.28	-0.0040356317	-904.2617	0.5340591	0.004579511	0.036916666	79.0	1106.637231349945
124	-736.69855	95.441605	-508.12823	-881.537	200.0	-299.36722	148.76521	-142.85146	-757.0187	1500000	1.1444092e-08	14952.187	-0.0035161017	-1325.1709	0.52079755	0.0043361345	0.037916668	79.0	1115.566445350647
125	-727.33514	91.699936	-521.82117	-932.6967	200.0	-305.27258	145.05197	-168.31982	-758.87775	1512000	2.0345052e-08	18361.17	-0.003933637	-1636.0742	0.516328	0.002825531	0.03375	79.0	1124.5104486942291
126	-732.9046	93.80274	-596.14996	-1019.64014	200.0	-307.86636	136.45613	-141.28098	-762.9752	1524000	2.0345052e-08	17832.01	-0.0043473537	-1664.8447	0.5155922	0.0040571378	0.04916667	79.0	1133.5148005485535
127	-724.9902	100.26988	-507.2336	-947.7455	200.0	-337.1104	145.27788	-182.5585	-765.4346	1536000	-3.1789145e-09	17302.443	-0.0038530875	-2162.8271	0.5010804	0.0032637923	0.03825	79.0	1142.569235086441
128	-695.508	102.14815	-507.57416	-979.9163	200.0	-302.236	133.61497	-159.08876	-761.24286	1548000	1.0172526e-08	15168.653	-0.0039443444	-650.4053	0.4736925	0.0035974756	0.029083334	79.0	1151.7186617851257
129	-708.21	99.993195	-507.51224	-970.509	200.0	-312.435	145.52946	-172.43839	-758.5179	1560000	-1.1444092e-08	16261.085	-0.003532748	-1478.6865	0.47378844	0.0027762814	0.03275	79.0	1160.8748202323914
130	-664.5414	78.60415	-502.9242	-884.06805	200.0	-277.49094	123.02853	-35.631752	-745.70886	1572000	7.629395e-09	14612.015	-0.003495257	-1087.0078	0.4511448	0.0039392896	0.032083333	79.0	1170.3072292804718
131	-718.02985	97.32987	-507.6225	-913.90717	200.0	-299.51004	140.94705	-97.21738	-749.17645	1584000	-5.722046e-09	14027.333	-0.005105893	-776.5781	0.4538349	0.005907147	0.058333334	79.0	1179.2775127887726
132	-675.2939	84.92308	-400.1272	-865.71674	200.0	-284.0347	130.34583	-167.95192	-754.8353	1596000	-5.722046e-09	15859.864	-0.002880563	-801.95996	0.44341487	0.0046033603	0.03425	79.0	1188.4307096004486
133	-673.0891	83.59416	-509.20325	-874.4032	200.0	-291.5827	121.15929	-176.1559	-748.92035	1608000	5.086263e-09	16759.188	-0.00364859	-748.1738	0.42777595	0.0035585577	0.034833334	79.0	1197.4688262939453
134	-684.9337	97.33336	-510.60056	-884.70917	200.0	-291.24838	123.06885	-131.12474	-752.45953	1620000	1.9073486e-08	15038.902	-0.004965572	-1041.6221	0.41822302	0.0065043587	0.055833332	79.0	1206.304619550705
135	-702.2691	92.73646	-505.71545	-904.2726	200.0	-313.8507	143.8208	-154.58582	-758.2785	1632000	7.629395e-09	15140.755	-0.0054992344	-1437.4238	0.40211922	0.0055012945	0.06808333	79.0	1215.2722821235657
136	-692.8877	94.99894	-509.21008	-874.7713	200.0	-271.62637	131.45164	-88.7349	-716.1421	1644000	1.0172526e-08	17414.838	-0.0037167715	-2132.3408	0.3816317	0.004585433	0.04125	79.0	1224.1959693431854
137	-665.16235	110.273575	-507.8079	-959.2295	200.0	-297.119	126.386635	-162.76416	-752.3141	1656000	7.629395e-09	15440.417	-0.003879513	-1392.6357	0.3851219	0.003756485	0.033083335	79.0	1233.0890440940857
138	-682.4705	100.10455	-389.5914	-918.7263	200.0	-294.48062	143.26593	-138.54922	-750.8206	1668000	-5.086263e-09	15653.658	-0.003692482	-1515.8291	0.3803575	0.003988806	0.039916668	79.0	1241.9432218074799
139	-674.88617	87.977	-505.07208	-864.67145	200.0	-285.12125	127.6393	-132.07204	-711.47864	1680000	-3.8146974e-09	14626.311	-0.0036584944	-886.0664	0.3555166	0.0043781777	0.03816667	79.0	1250.9100363254547
140	-691.8489	91.16965	-499.68475	-886.0594	200.0	-299.64154	134.6986	-121.092415	-737.1258	1692000	-7.629395e-09	12743.723	-0.0055315606	-1019.0078	0.3542263	0.006908446	0.05675	79.0	1260.2099494934082
141	-664.9457	87.592514	-499.8283	-889.93304	200.0	-274.23914	130.43839	-113.371735	-736.0003	1704000	8.5830685e-09	15315.961	-0.0036352447	-959.46484	0.33157113	0.004045325	0.03875	79.0	1269.1246099472046
142	-662.14954	101.14589	-505.9907	-932.50323	200.0	-290.38467	131.17017	-95.59318	-738.3411	1716000	5.086263e-09	15788.299	-0.0042349957	-1684.3145	0.32513297	0.0047365315	0.044666667	79.0	1278.3256525993347
143	-655.26855	86.99808	-499.2746	-855.7976	200.0	-274.3704	129.36928	-121.758156	-731.55316	1728000	5.086263e-09	13388.928	-0.0038366802	-708.3086	0.32943702	0.0033904368	0.037	79.0	1287.3385605812073
144	-632.4689	81.08629	-378.59338	-781.7147	200.0	-267.04007	113.643684	-144.95447	-698.8871	1740000	-7.629395e-09	14532.993	-0.003166975	-591.3828	0.31178343	0.0044141044	0.030833334	79.0	1296.4094820022583
145	-620.0919	92.98805	-491.96802	-834.51465	200.0	-272.429	120.33857	-138.27478	-709.7549	1752000	7.629395e-09	12751.248	-0.003246755	-1003.86426	0.30581236	0.0036121714	0.0365	79.0	1305.4295966625214
146	-634.7465	91.229935	-383.45032	-866.53265	200.0	-254.46571	129.25479	-117.671684	-705.43933	1764000	1.525879e-08	12451.252	-0.0034877372	-1348.1748	0.29186457	0.0036784324	0.036	79.0	1314.3898375034332
147	-630.63086	97.94086	-390.9561	-825.27905	200.0	-269.62817	135.32248	-123.00183	-745.0771	1776000	-7.629395e-09	13300.657	-0.003964483	-1549.6016	0.28961223	0.0034084443	0.036916666	79.0	1323.5185053348541
148	-651.2626	94.153244	-498.41537	-869.8341	200.0	-256.99112	127.72248	-132.51508	-714.22253	1788000	5.086263e-09	12468.329	-0.0026297544	-775.26953	0.2883769	0.0041972795	0.02275	79.0	1333.0098173618317
149	-644.9059	97.32129	-380.22617	-843.44965	200.0	-273.06363	129.31836	-159.76758	-756.7527	1800000	0.0	12095.143	-0.0030502523	-691.90625	0.26121154	0.0034960741	0.029583333	79.0	1342.7678954601288
150	-659.66736	88.30752	-418.8144	-785.5763	200.0	-272.1599	137.71335	-84.3139	-711.7547	1812000	-2.5431315e-09	10240.524	-0.0038683268	-722.50977	0.26094654	0.0040286914	0.038	79.0	1352.7657387256622
151	-648.0462	77.30297	-505.37793	-803.24963	200.0	-270.47055	135.26906	-148.42642	-720.0317	1824000	-1.0172526e-08	13207.282	-0.003999382	-1296.0605	0.23965243	0.0035149122	0.043583333	79.0	1362.0353329181671
152	-634.3046	92.27081	-505.68973	-874.3499	200.0	-274.24167	127.51803	-120.44556	-692.8954	1836000	0.0	12131.872	-0.0032159067	-868.91504	0.2257658	0.00325189	0.029833334	79.0	1370.9659140110016
153	-651.1093	101.54802	-483.15857	-944.866	200.0	-270.7249	136.72052	-117.10527	-696.04407	1848000	-6.357829e-09	10659.46	-0.0042315633	-562.9131	0.22530332	0.0045282706	0.041083332	79.0	1379.844895362854
154	-602.2471	105.489525	-377.11972	-841.52856	200.0	-244.42346	126.48388	-112.12399	-716.5452	1860000	5.722046e-09	11384.589	-0.0033692417	-723.4209	0.212438	0.004326041	0.029416667	79.0	1389.2302272319794
155	-617.51154	97.33695	-380.6284	-907.9838	200.0	-270.01572	127.956245	-148.96655	-686.141	1872000	-1.6530354e-08	10730.842	-0.003975951	-1339.458	0.20511186	0.003922188	0.043166667	79.0	1398.5435090065002
156	-587.77405	114.20487	-381.0572	-822.77594	200.0	-229.66533	129.43825	-96.73584	-700.06836	1884000	6.357829e-09	10575.6	-0.0032568588	-714.7344	0.19759847	0.00379812	0.033333335	79.0	1407.9080469608307
157	-585.8786	107.33045	-375.96912	-786.0036	200.0	-244.11125	120.83002	-128.83357	-670.55414	1896000	2.5431315e-09	9838.777	-0.0042680358	-651.8037	0.19253442	0.004429271	0.0495	79.0	1417.321702003479
158	-587.2952	91.07126	-374.24255	-789.46924	200.0	-234.91371	120.11868	-132.56476	-665.96747	1908000	-1.525879e-08	11111.338	-0.004807271	-561.56055	0.1949913	0.0039815074	0.0475	79.0	1426.8081622123718
159	-574.0928	92.599365	-382.0157	-841.61505	200.0	-241.219	118.26902	-141.13835	-673.95654	1920000	6.357829e-09	9384.461	-0.004363977	-692.25	0.15956374	0.0044526868	0.036916666	79.0	1436.1470682621002
160	-573.8855	86.66513	-379.04465	-746.10675	200.0	-231.05463	116.03297	-126.70327	-647.9245	1932000	3.1789144e-10	9153.108	-0.005291522	-558.2002	0.1768227	0.0055759507	0.056333333	79.0	1445.7709803581238
161	-585.8985	103.75417	-381.10883	-784.55615	200.0	-230.31725	119.65966	-64.43263	-647.2701	1944000	0.0	9120.745	-0.00446093	-423.9961	0.16494349	0.004491917	0.049833335	79.0	1455.1398413181305
162	-562.0692	105.171585	-380.32947	-815.6623	200.0	-230.20015	123.229126	-94.79049	-654.6549	1956000	2.0345052e-08	8505.53	-0.003911268	-645.26807	0.13686514	0.003495968	0.042583335	79.0	1464.2024686336517
163	-561.46094	99.04024	-377.24332	-757.0615	200.0	-227.86195	119.229	-81.58759	-641.2118	1968000	6.357829e-09	8619.854	-0.0039248564	-765.563	0.14675763	0.0041396925	0.042583335	79.0	1473.1939198970795
164	-517.77295	112.52818	-256.3979	-789.39655	200.0	-206.19487	116.46905	-79.42359	-647.7165	1980000	5.086263e-09	8863.747	-0.0037931786	-713.1079	0.124440975	0.0040475912	0.041083332	79.0	1482.280737400055
165	-540.8947	101.604324	-304.1029	-833.2617	200.0	-215.14993	114.11458	-79.991905	-634.82837	1992000	5.086263e-09	7188.7427	-0.0037275646	-645.75977	0.11255762	0.0032294476	0.034416668	79.0	1491.3660678863525
166	-506.64725	116.709755	-214.86403	-735.2448	200.0	-190.75694	113.25486	-64.96332	-626.5329	2004000	0.0	7286.615	-0.003578771	-423.63135	0.11076335	0.0045855013	0.031416666	79.0	1500.5063195228577
167	-498.76288	124.08709	-255.09822	-777.77716	200.0	-190.51675	113.30851	-69.04246	-628.71045	2016000	1.0172526e-08	6801.8706	-0.004417811	-395.87305	0.105337135	0.004673926	0.043166667	79.0	1509.5027651786804
168	-503.80768	132.58665	-254.68188	-783.96136	200.0	-202.93373	118.74434	-73.87987	-626.282	2028000	1.2715657e-09	7595.153	-0.0048349546	-701.2837	0.093364015	0.002682914	0.039833333	79.0	1518.3913841247559
169	-471.55817	106.55422	-250.03136	-715.3464	200.0	-181.54204	114.16636	-60.81818	-615.1406	2040000	1.9073487e-09	5973.0425	-0.004556219	-765.54346	0.071885735	0.002053217	0.0345	79.0	1527.3251194953918
170	-494.56818	132.34526	-251.26602	-843.7615	200.0	-180.24823	115.3728	-61.21448	-589.879	2052000	0.0	5112.7275	-0.003543363	-421.4121	0.06634159	0.0029676545	0.032916665	79.0	1536.6883029937744
171	-431.5174	125.53135	-250.10876	-742.7051	200.0	-155.89001	104.68202	-51.159744	-594.2434	2064000	0.0	4939.5186	-0.005001648	-289.29248	0.05771517	0.005413912	0.0505	79.0	1545.7964301109314
172	-446.62967	120.628654	-224.03055	-717.2669	200.0	-160.23067	113.223625	-46.318195	-588.5	2076000	-5.086263e-09	5591.512	-0.005187094	-573.2163	0.06462235	0.00394093	0.047666665	79.0	1555.0703597068787
173	-409.36188	144.3005	-127.5324	-771.5508	200.0	-145.5376	98.691536	-69.2358	-573.156	2088000	-5.086263e-09	4486.801	-0.004676193	-441.63867	0.031258296	0.0037501513	0.03675	79.0	1564.1678411960602
174	-412.40817	134.41322	-125.13151	-666.7702	200.0	-147.44562	111.20866	-63.657146	-572.8867	2100000	-1.3987223e-08	5440.331	-0.006587255	-936.56396	0.012351588	0.0030584421	0.046916667	79.0	1573.4070255756378
175	-347.32422	129.74278	-126.17513	-654.56696	200.0	-120.013306	95.75511	-52.56304	-555.0894	2112000	-6.357829e-09	4247.128	-0.006745163	-805.98193	0.00089738116	0.0031378688	0.051666666	79.0	1582.4449453353882
176	-329.4619	147.35477	-8.68118	-734.13275	200.0	-99.76867	97.82273	-23.176102	-545.48334	2124000	3.3060708e-08	3870.719	-0.0070725465	-625.7822	-0.030479362	0.0043243393	0.04525	79.0	1591.8757960796356
177	-293.53464	126.94658	-5.6500998	-626.48364	200.0	-71.62326	89.15344	-1.721643	-528.95166	2136000	-3.6875406e-08	2562.6863	-0.006547179	-277.94995	-0.045906976	0.0066717765	0.05775	79.0	1601.0652215480804
178	-236.54169	134.23956	-3.1355767	-611.02704	200.0	-59.53246	86.2387	-7.894121	-524.1963	2148000	-5.086263e-09	1459.297	-0.007271581	-861.07056	-0.05728884	0.0041438485	0.07508333	79.0	1610.2874264717102
179	-253.40419	114.031784	-4.160836	-502.83224	200.0	-43.514694	83.79066	-3.985558	-510.9962	2160000	4.45048e-09	300.80136	-0.0071891374	-191.92108	-0.06686596	0.00340119	0.042833332	79.0	1619.5180072784424
180	-291.7731	140.04272	-5.3432326	-630.65454	200.0	-46.446095	88.90034	-2.4096098	-471.2473	2172000	1.0172526e-08	869.43475	-0.007240906	-421.00058	-0.10937113	0.008960947	0.060916666	79.0	1629.0056228637695
181	-252.31496	118.54451	-122.96706	-514.6197	200.0	-40.35888	83.0894	-2.439693	-482.243	2184000	2.5431315e-09	286.62628	-0.0067392387	-165.9931	-0.117867105	0.0047122724	0.052083332	79.0	1638.1670305728912
182	-234.44511	133.11705	-5.190233	-601.8741	200.0	-35.76061	79.86829	17.832973	-508.19104	2196000	2.5431315e-09	163.91458	-0.0061683855	-91.44559	-0.16994189	0.008176912	0.07666667	79.0	1647.3699147701263
183	-228.05626	108.55885	-4.0593143	-473.2896	200.0	-32.40594	71.8899	-2.5605106	-486.11597	2208000	-1.0172526e-08	153.46349	-0.005631546	-111.5193	-0.20147274	0.0073985797	0.062583335	79.0	1656.7640817165375
184	-234.40541	108.49653	-5.1648054	-497.60577	200.0	-33.061375	72.09622	30.910824	-474.41724	2220000	-7.629395e-09	196.76625	-0.0067539546	-73.57236	-0.20920868	0.0063412236	0.068166666	79.0	1665.934310913086
185	-237.93146	114.07411	-6.432906	-547.06384	200.0	-35.183247	73.86486	-2.5820718	-455.52737	2232000	-7.629395e-09	157.01997	-0.0077351173	-100.099884	-0.22015564	0.005400003	0.055666666	79.0	1675.04523062706
186	-240.4426	100.57028	-123.567154	-502.6427	200.0	-33.624603	73.603714	-2.0555768	-484.70795	2244000	7.629395e-09	58.630104	-0.005829497	-31.471842	-0.23621185	0.00510149	0.043916665	79.0	1683.9926681518555
187	-241.2369	129.46486	-3.4923384	-570.01904	200.0	-37.639267	79.69309	-1.8785424	-504.15057	2256000	-5.086263e-09	162.37334	-0.0074166525	-79.38144	-0.24117434	0.005255325	0.04275	79.0	1692.9921162128448
188	-233.29237	127.56213	-2.7070768	-532.87616	200.0	-33.713	76.95502	0.033219337	-501.4544	2268000	-1.2715657e-09	228.08911	-0.005340143	-150.87085	-0.26303703	0.0067611937	0.053666666	79.0	1702.1734569072723
189	-226.21666	123.175575	-3.6306694	-535.6748	200.0	-32.601566	76.49627	-1.1894197	-483.07742	2280000	5.086263e-09	228.37068	-0.0051346794	-207.13849	-0.27414745	0.005670916	0.04825	79.0	1711.2507998943329
190	-223.4361	113.5903	-2.8771043	-465.04105	200.0	-29.794302	69.3992	35.126076	-463.91412	2292000	-8.90096e-09	40.52325	-0.0069977087	-21.24612	-0.326986	0.0038535323	0.022916667	79.0	1720.7940464019775
191	-234.75897	121.68857	-3.1972249	-505.1833	200.0	-32.752712	73.12752	34.85051	-463.52603	2304000	-2.5431315e-09	133.82132	-0.0063003288	-104.44139	-0.33658907	0.003595717	0.041833334	79.0	1729.9140706062317
192	-219.53358	105.76152	-2.5510345	-486.28952	200.0	-31.257084	69.42819	-0.8600259	-445.4751	2316000	-2.5431315e-09	41.604874	-0.007630958	-24.7629	-0.3490553	0.004102197	0.034583334	79.0	1739.0141868591309
193	-228.32436	100.34021	-2.2667277	-499.6075	200.0	-32.169342	70.36515	10.060564	-484.6301	2328000	-8.90096e-09	120.56587	-0.0074075125	-102.011475	-0.34221077	0.009026536	0.07075	79.0	1748.0259132385254
194	-239.99203	130.85966	-3.24276	-549.1718	200.0	-33.900208	77.08719	34.37176	-469.45084	2340000	1.2715658e-08	84.64851	-0.007045367	-64.49603	-0.39924836	0.0036738922	0.030833334	79.0	1756.910043001175
195	-193.60991	118.477036	-3.999698	-507.79547	200.0	-26.68974	64.78269	33.978172	-468.83005	2352000	1.780192e-08	41.501778	-0.0075023803	-26.637133	-0.44548592	0.006658498	0.04366667	79.0	1765.8259761333466
196	-215.9838	100.69382	-4.3783016	-484.26584	200.0	-27.799204	65.937164	8.095541	-464.40222	2364000	2.415975e-08	17.205294	-0.007592984	-6.020877	-0.39533347	0.0034715321	0.034916665	79.0	1774.7087271213531
197	-228.69589	115.135025	-3.7846553	-524.68384	200.0	-30.556828	70.81318	-0.43365717	-466.0803	2376000	1.2715658e-08	81.16778	-0.0066579767	-37.281773	-0.41970924	0.005345936	0.039666668	79.0	1783.7209622859955
198	-226.75931	116.03444	-2.2265856	-490.03723	200.0	-32.611187	72.09345	-0.8845916	-482.73428	2388000	3.8146974e-09	171.35725	-0.00758565	-110.99486	-0.4163016	0.010369676	0.085083336	79.0	1792.628757238388
199	-224.37662	117.76106	-3.7226648	-632.3162	200.0	-30.525684	69.74188	32.211388	-426.78278	2400000	-1.2715658e-08	860.3591	-0.008573951	-559.5465	-0.461856	0.014040114	0.0455	79.0	1802.0412969589233
