Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
23	-1573.057	131.942	-1202.7317	-1788.5623	200.0	-816.128	0.00017621886	-816.1263	-816.1281	288000	-1.3987223e-08	176188.19	-0.0010010999	-535.0781	1.1624503	0.0018246635	0.00775	79.0	213.2524003982544
24	-1554.5631	135.4812	-1291.1503	-1849.7166	200.0	-805.6914	0.00022430386	-805.68976	-805.6916	300000	3.1789145e-09	173491.12	-0.0026544062	-280.95312	1.1744767	0.0050454517	0.0355	79.0	222.17785382270813
25	-1570.7695	124.41833	-1251.0308	-1783.3441	200.0	-797.702	0.00018887973	-797.70026	-797.7019	312000	-7.629395e-09	175380.66	-0.0019712423	-141.375	1.1996359	0.0033989637	0.019666666	79.0	230.95040822029114
26	-1557.8503	122.84467	-1304.0112	-1841.9796	200.0	-791.915	0.0002011245	-791.91364	-791.91516	324000	-1.1761983e-08	173227.55	-0.0024829651	-53.578125	1.1994437	0.003986808	0.021666666	79.0	239.86696815490723
27	-1551.9967	121.98493	-1222.5298	-1856.0637	200.0	-788.2418	0.00010865144	-788.2404	-788.2418	336000	-1.36693314e-08	171779.33	-0.0028690798	-153.78125	1.2051132	0.004084376	0.025916666	79.0	248.66434454917908
28	-1528.8325	122.42736	-1287.6073	-1786.2574	200.0	-782.1321	0.00011742462	-782.1308	-782.13214	348000	1.0172526e-08	166615.58	-0.0015511614	-252.67188	1.2047728	0.0027537388	0.018583333	79.0	257.46817541122437
29	-1527.5677	113.990974	-1270.2103	-1818.2291	200.0	-774.05273	7.667548e-05	-774.05176	-774.0528	360000	1.525879e-08	165139.2	-0.0022811445	-252.625	1.2449067	0.0022821242	0.022083333	79.0	266.31297612190247
30	-1510.8534	130.11833	-1206.165	-1778.6881	200.0	-765.7313	0.00011543957	-765.7302	-765.73126	372000	1.1444092e-08	162026.95	-0.0018424485	-286.32812	1.2353389	0.0029615615	0.01375	79.0	275.4467935562134
31	-1478.8282	109.86545	-1128.6598	-1708.3	200.0	-756.70636	0.00014160069	-756.7055	-756.7065	384000	-2.415975e-08	155871.14	-0.0016058959	-389.92188	1.2174261	0.0031948595	0.011166667	79.0	284.25975227355957
32	-1485.2004	89.885605	-1276.4875	-1632.5334	200.0	-745.9813	8.377061e-05	-745.9803	-745.98126	396000	-6.357829e-09	155074.03	-0.002159113	-218.75	1.2209879	0.0028269798	0.016333334	79.0	293.12195467948914
33	-1455.344	113.99412	-1212.6934	-1652.128	200.0	-737.6368	0.00013304288	-737.6359	-737.6369	408000	4.45048e-09	150137.3	-0.0018037951	-152.25	1.2246019	0.0019545478	0.012916666	79.0	301.96938371658325
34	-1499.1908	99.30136	-1295.3129	-1661.4075	200.0	-730.5745	0.00012569019	-730.5737	-730.57465	420000	-1.2715657e-09	157639.97	-0.0016030007	-12.125	1.2084314	0.004224511	0.015166666	79.0	310.79730439186096
35	-1482.8419	86.28499	-1305.9664	-1622.2871	200.0	-732.31824	0.0001309331	-732.3173	-732.3181	432000	3.8146974e-09	154100.4	-0.0017481219	-54.03125	1.2000215	0.0021860716	0.012416666	79.0	319.67493987083435
36	-1460.8239	86.0872	-1273.7297	-1730.5189	200.0	-728.18164	3.962979e-05	-728.1809	-728.18164	444000	5.8809917e-09	149812.72	-0.0025656517	-108.96875	1.2135503	0.0029156732	0.022916667	79.0	328.4645643234253
37	-1450.0331	100.56803	-1101.2672	-1639.0267	200.0	-721.9095	7.569139e-05	-721.9088	-721.90955	456000	1.8119811e-08	148631.05	-0.0020425734	-37.25	1.1934139	0.0026909218	0.022583334	79.0	337.2870604991913
38	-1452.8872	115.79098	-1162.6731	-1655.4437	200.0	-718.0598	8.1446306e-05	-718.05914	-718.0599	468000	-6.6757204e-09	148965.61	-0.001631497	-38.59375	1.1936502	0.0042960593	0.016	79.0	346.13686990737915
39	-1411.4481	98.397896	-1122.47	-1564.7714	200.0	-714.15533	7.9525475e-05	-714.15466	-714.1553	480000	-8.106232e-09	140930.1	-0.0017010714	-286.07812	1.1798218	0.0038070271	0.013833334	79.0	354.95975947380066
40	-1413.4528	92.47625	-1203.8987	-1626.9673	200.0	-703.4872	8.8147746e-05	-703.48645	-703.4871	492000	-1.8119811e-08	140829.06	-0.0019977146	-50.25	1.1823984	0.0036993714	0.019166667	79.0	364.09457564353943
41	-1418.8269	107.15615	-1157.6464	-1620.1498	200.0	-698.65845	0.00012283595	-698.658	-698.65857	504000	2.0662943e-08	141561.06	-0.0025302167	-13.515625	1.1644266	0.0029683667	0.0255	79.0	372.98280000686646
42	-1409.0569	109.93448	-1110.8192	-1560.0604	200.0	-696.1582	4.1174233e-05	-696.15765	-696.1582	516000	1.2715657e-09	138326.64	-0.002934265	-81.96875	1.14917	0.0032301787	0.028833333	79.0	381.8737459182739
43	-1379.25	121.68407	-1042.4335	-1578.8092	200.0	-690.09216	0.00012212625	-690.0918	-690.0923	528000	-7.629395e-09	133292.97	-0.002167046	-142.5	1.1439148	0.0026700108	0.019333333	79.0	390.77309799194336
44	-1368.5499	172.83838	-636.08716	-1607.2471	200.0	-681.85925	7.6677505e-05	-681.85864	-681.85925	540000	2.7020772e-09	135138.64	-0.0019930755	-105.1875	1.1493676	0.0030632063	0.021416666	79.0	399.657594203949
45	-1310.178	216.10307	-787.4076	-1574.3412	200.0	-674.58777	0.00012893812	-674.5869	-674.5878	552000	-8.90096e-09	131496.48	-0.0026494872	-907.7578	1.121914	0.0025794425	0.023583334	79.0	408.548259973526
46	-1351.6793	206.00694	-767.188	-1574.5474	200.0	-652.83594	0.029766113	-652.12256	-652.8386	564000	-1.0172526e-08	136320.86	-0.002028113	-31.53125	1.1336901	0.0026215003	0.0145	79.0	417.4717171192169
47	-1338.9763	183.53964	-860.6766	-1658.3735	200.0	-656.4366	0.0161357	-655.91675	-656.4379	576000	0.0	130632.445	-0.002697609	-0.1015625	1.1333238	0.0030249758	0.028666666	79.0	426.2978174686432
48	-1310.5261	200.61958	-764.011	-1557.7935	200.0	-656.5668	0.032818016	-654.0992	-656.56836	588000	1.525879e-08	127631.53	-0.0020306206	-206.48438	1.1171207	0.0034377382	0.021	79.0	435.19627618789673
49	-1314.908	205.11287	-750.0116	-1653.4517	200.0	-647.1725	6.2071223	-491.9944	-647.5323	600000	8.90096e-09	129825.984	-0.0024497616	-133.33594	1.1244631	0.0034962257	0.023083333	79.0	444.0831322669983
50	-1289.5883	239.4178	-750.4181	-1570.2399	200.0	-641.2375	0.007944769	-640.4762	-641.2377	612000	-2.5431315e-09	129543.484	-0.0020442402	-529.8281	1.1010062	0.001275361	0.016666668	79.0	453.1807014942169
51	-1274.7262	224.1765	-763.84424	-1536.0293	200.0	-629.3525	4.837007	-611.3126	-630.69165	624000	7.629395e-09	124281.34	-0.0021934384	-153.98438	1.0932792	0.0022878435	0.019083334	79.0	462.073890209198
52	-1332.471	167.78539	-884.047	-1534.973	200.0	-622.69336	5.666376	-420.84592	-623.6587	636000	-7.629395e-09	128754.54	-0.0020456873	-920.96094	1.0998871	0.0035709725	0.01475	79.0	470.90469002723694
53	-1298.89	199.94672	-720.3321	-1525.0376	200.0	-636.80585	18.346945	-403.5169	-640.0147	648000	-1.525879e-08	125270.55	-0.0030965626	-231.36719	1.0931945	0.0036089492	0.027416667	79.0	479.8159279823303
54	-1290.6838	213.54274	-741.8373	-1541.0817	200.0	-631.9211	13.594243	-481.505	-633.78375	660000	-3.1789145e-09	125764.55	-0.0031928755	-285.92188	1.0844946	0.0040150695	0.027	79.0	488.59765887260437
55	-1268.5981	223.24298	-780.3105	-1588.7394	200.0	-618.15936	23.80813	-364.3902	-623.74615	672000	0.0	122156.99	-0.0029030202	-503.8828	1.0907248	0.0018179878	0.022833332	79.0	497.50802278518677
56	-1304.008	222.66098	-746.9146	-1635.8992	200.0	-618.3748	7.3278027	-484.75858	-618.8389	684000	1.3351441e-08	129815.38	-0.002944709	-227.30469	1.0829407	0.003187915	0.023833333	79.0	506.3613209724426
57	-1293.6178	249.05728	-643.94244	-1641.1179	200.0	-627.47894	12.485932	-492.4792	-629.1946	696000	8.90096e-09	132795.27	-0.003566115	-6093.625	1.085206	0.004292883	0.048	79.0	515.1957006454468
58	-1299.3197	184.08815	-690.84656	-1500.9695	200.0	-622.7676	52.183567	-400.5536	-640.9365	708000	2.2888184e-08	122559.92	-0.002315888	-1305.3203	1.0803545	0.0034487816	0.019833334	79.0	524.0991058349609
59	-1273.6107	231.46333	-753.8515	-1570.0623	200.0	-608.2876	78.51827	-371.0697	-647.102	720000	5.722046e-09	116879.805	-0.0026338536	-1079.2734	1.0621294	0.0035220739	0.022416666	79.0	532.9943013191223
60	-1271.4113	234.99487	-773.3991	-1616.4464	200.0	-616.30505	83.68869	-409.1896	-658.3226	732000	-1.780192e-08	118324.17	-0.0027141953	-2486.4766	1.0779482	0.0055938587	0.02375	79.0	542.1523299217224
61	-1304.6603	235.14984	-873.2074	-1700.1572	200.0	-609.2846	86.80027	-400.9704	-652.20087	744000	1.3987223e-08	118203.414	-0.0030520326	-1262.5312	1.059504	0.0026578084	0.028333334	79.0	551.0566599369049
62	-1238.7285	215.40462	-782.3717	-1581.4889	200.0	-628.2388	94.08044	-412.14066	-674.5465	756000	-5.086263e-09	110862.59	-0.0029443104	-2157.0078	1.0449686	0.0021293575	0.024666667	79.0	559.9402470588684
63	-1291.2938	212.6877	-760.0446	-1545.2849	200.0	-614.80994	77.85997	-391.93716	-646.71967	768000	2.0345052e-08	116937.73	-0.0035306313	-689.83594	1.0348976	0.0024101145	0.032	79.0	568.715211391449
64	-1275.7859	220.14201	-753.4013	-1560.8019	200.0	-616.0655	82.75573	-396.05777	-653.8992	780000	-5.086263e-09	115517.375	-0.0038015905	-487.39844	1.0328767	0.0040165326	0.03266667	79.0	577.5744543075562
65	-1268.6958	204.31989	-763.3122	-1571.4607	200.0	-609.6919	93.425674	-333.2907	-655.2671	792000	1.3351441e-08	112348.71	-0.0029454408	-589.58594	1.0163823	0.0024402516	0.0255	79.0	586.4715745449066
66	-1255.4108	219.75168	-834.2372	-1538.4335	200.0	-598.1004	103.45074	-288.64606	-657.23193	804000	-5.086263e-09	111453.375	-0.0038252498	-1047.1328	1.0224229	0.0055856057	0.031833332	79.0	595.2710719108582
67	-1267.548	241.97137	-747.2864	-1544.7382	200.0	-622.38556	88.01304	-377.7557	-665.4595	816000	1.7166137e-08	119321.195	-0.0033868204	-2104.7188	0.9931462	0.0045741214	0.029416667	79.0	604.1320552825928
68	-1310.1552	214.27	-725.2295	-1596.7758	200.0	-624.991	87.77753	-374.69992	-664.56866	828000	3.1789144e-10	122650.48	-0.0043445476	-1011.3828	0.99311846	0.0032214543	0.03	79.0	612.9842522144318
69	-1198.5116	279.33475	-686.91925	-1592.3232	200.0	-606.17505	104.41707	-357.2404	-671.39996	840000	2.5431315e-09	109598.14	-0.003404084	-5620.297	0.9795868	0.002851322	0.032333333	79.0	621.8507378101349
70	-1242.1096	278.41647	-635.3278	-1611.9451	200.0	-597.49774	116.20598	-266.1571	-667.751	852000	1.9073487e-09	117206.89	-0.003255357	-1352.7109	0.9676014	0.0031039002	0.02825	79.0	631.0298280715942
71	-1268.8888	247.17557	-748.6895	-1569.8031	200.0	-612.7772	93.696686	-329.53094	-660.12244	864000	-1.2715658e-08	119568.445	-0.0033685456	-1589.5859	0.9700638	0.0024848322	0.027666667	79.0	639.8363652229309
72	-1199.6117	252.70816	-644.12146	-1578.381	200.0	-589.31323	110.34014	-314.64203	-665.94794	876000	8.265177e-09	109361.234	-0.0033145996	-3288.5547	0.94070387	0.0028874448	0.031166667	79.0	648.6362724304199
73	-1195.0352	254.97931	-742.62415	-1574.228	200.0	-570.91644	97.96748	-286.1462	-652.35016	888000	-5.086263e-09	105942.3	-0.0034021891	-2910.9922	0.95041245	0.0019967833	0.028666666	79.0	657.5258040428162
74	-1181.2075	249.94435	-747.7878	-1537.389	200.0	-569.851	98.81035	-293.55408	-667.1331	900000	1.6530354e-08	101315.13	-0.0030705044	-3613.2422	0.9544159	0.002961364	0.024416666	79.0	666.3660228252411
75	-1078.9985	236.30052	-749.0118	-1479.7739	200.0	-502.78036	136.40988	-216.96892	-683.47656	912000	-4.45048e-09	83831.234	-0.0040987693	-3392.6094	0.9420835	0.004830881	0.033083335	79.0	675.1662442684174
76	-1167.7332	272.53183	-641.9347	-1556.4781	200.0	-568.677	96.23837	-308.01273	-680.91766	924000	2.5431315e-09	98075.91	-0.0027373428	-4395.0625	0.9238203	0.0027929866	0.021916667	79.0	684.0998601913452
77	-1217.062	246.06996	-750.23596	-1581.6625	200.0	-568.95557	102.774345	-272.0383	-703.8403	936000	-6.357829e-09	104093.6	-0.0023819108	-4304.336	0.9361958	0.004071177	0.021583334	79.0	692.9607577323914
78	-1087.4421	216.61203	-635.25366	-1454.3223	200.0	-507.01303	110.739914	-286.84167	-740.62695	948000	-1.7166137e-08	81093.91	-0.0027656166	-5660.953	0.92152053	0.003455396	0.022166668	79.0	701.8343553543091
79	-1192.31	231.34644	-638.2916	-1519.5343	200.0	-575.00116	101.06006	-154.18388	-769.9499	960000	-1.0172526e-08	90417.03	-0.0043489966	-5386.6875	0.9341778	0.0031969713	0.030916667	79.0	710.7216897010803
80	-1140.961	235.71057	-746.5201	-1516.2207	200.0	-520.39105	130.8265	13.05796	-809.58093	972000	1.2079875e-08	76991.89	-0.0032088591	-9428.219	0.9186524	0.0043584807	0.029666666	79.0	719.8174040317535
81	-1156.9524	210.65085	-760.1264	-1482.2142	200.0	-522.4694	173.53302	-74.49945	-846.5499	984000	7.629395e-09	81599.77	-0.0044983695	-9969.477	0.914988	0.0031904208	0.0395	79.0	728.7050638198853
82	-1132.429	233.64487	-622.34125	-1499.9347	200.0	-525.78375	154.339	-51.957584	-892.1922	996000	-1.3987223e-08	76525.23	-0.004135531	-4192.953	0.90579516	0.0028207845	0.037	79.0	737.5407357215881
83	-1143.6495	218.91936	-759.55273	-1506.3284	200.0	-525.19293	146.7694	-234.10854	-917.53766	1008000	-1.3987223e-08	71490.36	-0.0037687148	-4879.617	0.89388967	0.0021099963	0.031	79.0	746.45263671875
84	-1106.2651	212.23517	-638.843	-1437.7189	200.0	-514.2778	146.46986	-297.46585	-950.8584	1020000	1.0172526e-08	62471.953	-0.0042253467	-5989.5312	0.88291496	0.004170956	0.031333335	79.0	755.2262365818024
85	-1035.1356	191.5782	-717.6524	-1512.6777	200.0	-460.35867	164.8835	-222.77634	-966.5848	1032000	1.2715658e-08	57634.934	-0.0037015236	-3705.1328	0.8782015	0.0036684617	0.0325	79.0	764.084636926651
86	-1006.5189	183.86455	-718.9827	-1403.1259	200.0	-464.47058	154.53476	-242.61467	-983.0833	1044000	-5.086263e-09	50138.047	-0.0039335554	-3485.9727	0.87258977	0.0031814869	0.033333335	79.0	772.9406328201294
87	-987.97076	199.76848	-657.73883	-1402.5342	200.0	-478.1055	170.11247	-240.56487	-988.74884	1056000	1.0172526e-08	50236.6	-0.0042674406	-5200.4297	0.8697692	0.004322218	0.034833334	79.0	781.8355355262756
88	-1011.879	186.58043	-729.7758	-1394.5862	200.0	-462.87668	175.29909	-113.49168	-997.85583	1068000	-1.2715658e-08	47332.297	-0.003588712	-4005.871	0.86617976	0.0038964667	0.031333335	79.0	790.7152843475342
89	-1042.1282	198.34395	-643.66907	-1371.4342	200.0	-480.25797	198.38538	-222.5747	-1003.73956	1080000	8.90096e-09	40046.363	-0.0040359255	-2793.9297	0.85567594	0.0033777694	0.040583335	79.0	799.6467087268829
90	-980.3184	174.48218	-637.0738	-1352.227	200.0	-429.88834	179.51875	-215.9039	-1005.33527	1092000	0.0	41006.727	-0.0039913026	-3779.7617	0.8399106	0.0040505007	0.043916665	79.0	808.860767364502
91	-945.1574	174.93094	-648.3092	-1351.7472	200.0	-422.44757	178.10025	-237.81282	-1012.7342	1104000	-1.525879e-08	39089.156	-0.0037814304	-1349.9336	0.8269372	0.003982869	0.033166666	79.0	817.7447919845581
92	-926.0545	172.11305	-634.40857	-1267.2955	200.0	-427.73407	163.07405	-224.83147	-1014.3556	1116000	-1.0172526e-08	32343.775	-0.003948341	-4556.008	0.8192308	0.003277788	0.03825	79.0	826.6321470737457
93	-952.07416	189.12694	-639.3045	-1318.8868	200.0	-431.92435	217.33075	-168.34387	-1010.2941	1128000	-7.629395e-09	29430.95	-0.0043876497	-1783.1152	0.811116	0.0047265943	0.040333334	79.0	835.4701073169708
94	-907.5385	181.20264	-636.7992	-1450.3429	200.0	-382.5747	194.6661	-166.3371	-1011.01324	1140000	1.2715658e-08	29864.635	-0.004245791	-3004.6719	0.78583026	0.0046387822	0.043583333	79.0	844.3105075359344
95	-877.95807	122.34348	-633.97687	-1208.0598	200.0	-358.68845	153.92493	-172.79938	-1012.5857	1152000	7.629395e-09	32228.496	-0.004336965	-4159.658	0.7821339	0.0044814665	0.041	79.0	853.1525297164917
96	-887.8426	150.08488	-632.1607	-1191.4003	200.0	-407.5555	193.82594	-188.71014	-998.094	1164000	1.780192e-08	29501.129	-0.003749644	-3638.4941	0.78323114	0.004106209	0.040083334	79.0	861.9972012042999
97	-862.4238	150.64136	-631.6577	-1323.1096	200.0	-381.51816	179.7574	-172.64218	-1004.43665	1176000	-3.051758e-08	25395.832	-0.0036378212	-1135.9219	0.7697201	0.003841655	0.035	79.0	870.8758730888367
98	-839.9745	126.60396	-635.00195	-1084.5756	200.0	-362.0627	176.23138	-135.61516	-991.78357	1188000	-1.4623006e-08	24834.875	-0.0033346938	-2774.6074	0.74758196	0.0024732735	0.02775	79.0	879.7803115844727
99	-840.11206	156.19958	-605.7217	-1199.6031	200.0	-365.22333	178.37422	-104.106544	-925.8739	1200000	5.086263e-09	22187.305	-0.00379952	-1046.8164	0.7639969	0.0032213542	0.040083334	79.0	888.701251745224
100	-832.85864	124.37699	-630.9132	-1103.0356	200.0	-342.57068	168.51074	-149.71353	-952.0735	1212000	1.2715657e-09	23906.56	-0.0039966763	-2053.8672	0.7555364	0.005152787	0.04025	79.0	897.9088609218597
101	-851.19836	122.75505	-633.543	-1106.4327	200.0	-393.44107	180.41864	-149.31322	-946.70215	1224000	-5.086263e-09	22737.1	-0.003146263	-2657.6484	0.7517488	0.004601186	0.038666666	79.0	906.866415977478
102	-824.1977	128.78966	-594.5626	-1146.8707	200.0	-344.86258	164.34024	-127.958565	-916.7964	1236000	1.0172526e-08	22039.123	-0.0040608193	-2559.2012	0.740957	0.0036198422	0.043916665	79.0	915.7449293136597
103	-815.04755	108.464905	-616.27686	-1089.5392	200.0	-340.41763	159.4891	-155.34612	-943.3722	1248000	5.086263e-09	27828.363	-0.003994039	-2064.6328	0.73578054	0.0050156587	0.040583335	79.0	924.5075058937073
104	-833.859	100.06744	-633.01556	-1031.19	200.0	-381.32504	160.45995	-206.97543	-914.25037	1260000	5.086263e-09	21197.322	-0.0037265422	-1880.6191	0.735742	0.005052693	0.03875	79.0	933.3746056556702
105	-784.0302	120.513794	-558.02136	-1067.5746	200.0	-339.61255	147.71371	-159.8847	-898.7537	1272000	-7.629395e-09	20597.24	-0.002701737	-1350.873	0.71627074	0.0030559788	0.030333333	79.0	942.3854467868805
106	-842.14655	118.528885	-625.945	-1063.8732	200.0	-376.18808	183.85602	-180.29517	-916.93	1284000	-2.5431315e-09	18501.912	-0.0037871157	-1196.5195	0.72822076	0.0040997514	0.04475	79.0	951.2057580947876
107	-792.28296	115.09041	-524.8064	-1003.8118	200.0	-329.90936	160.77132	-119.30272	-909.3092	1296000	1.2715658e-08	23385.04	-0.0043555703	-1380.9805	0.7152399	0.0039625405	0.045166668	79.0	960.0745160579681
108	-815.20123	113.73744	-625.3715	-1052.9529	200.0	-351.12042	154.96454	-178.54784	-859.47815	1308000	-3.8146974e-09	21084.453	-0.0034194037	-1130.9355	0.70289683	0.0030197278	0.040166665	79.0	968.9127595424652
109	-782.2937	116.504814	-627.8721	-1026.552	200.0	-338.01202	164.31743	-150.55394	-927.6227	1320000	1.2715657e-09	22882.338	-0.0038274853	-1290.0078	0.68623936	0.0022924454	0.035833333	79.0	977.8528156280518
110	-764.2975	109.84696	-539.9204	-1059.6573	200.0	-339.36584	149.28592	-153.72575	-851.7346	1332000	-6.357829e-09	20272.475	-0.004240224	-1249.3867	0.6782412	0.0031813611	0.041666668	79.0	987.426265001297
111	-769.1547	109.41652	-511.0529	-1047.144	200.0	-322.86948	146.80612	-144.10727	-850.3538	1344000	0.0	19800.232	-0.0032290318	-1301.5332	0.65814155	0.0044130897	0.03975	79.0	996.4574863910675
112	-787.98694	98.32823	-631.8097	-1056.0125	200.0	-339.8417	167.52405	-138.73598	-849.3653	1356000	1.2715657e-09	17925.877	-0.004208512	-860.50586	0.63073087	0.0036504618	0.043166667	79.0	1005.6666884422302
113	-778.5732	92.74123	-626.9617	-1028.4144	200.0	-320.4433	158.45584	-131.49414	-810.4723	1368000	5.086263e-09	16302.773	-0.0026299388	-1083.6934	0.64922386	0.005003621	0.028166667	79.0	1014.9726004600525
114	-765.9348	105.099434	-626.8244	-1027.4158	200.0	-336.43454	152.90303	-162.13564	-811.0848	1380000	2.9246012e-08	18040.418	-0.003387342	-1283.8984	0.62334186	0.004875992	0.034916665	79.0	1024.0549778938293
115	-750.6238	92.301384	-620.8053	-1009.1335	200.0	-300.9633	152.51607	-158.14252	-836.5283	1392000	3.8146974e-09	18284.582	-0.003942636	-2007.5352	0.61432886	0.003426478	0.031916667	79.0	1033.1999168395996
116	-756.7663	113.11955	-518.8514	-979.91046	200.0	-340.91724	153.2635	-28.959656	-881.3852	1404000	1.0172526e-08	18831.96	-0.0033258311	-1217.9707	0.6029653	0.0028013228	0.037583333	79.0	1042.3441693782806
117	-750.919	96.371864	-564.9767	-947.1293	200.0	-332.71475	152.09767	-137.92181	-839.7119	1416000	-2.5431315e-09	16240.203	-0.0034692	-955.0254	0.59939784	0.0037648894	0.034833334	79.0	1051.5456929206848
